sr_no,work_category,work,state,ida,mp,constituency,work_description,recommended_date,recommended_amount,sanction_date
86,Normal/Others,WS/MP18152/2024-2025/133689-Construction of rooms and halls in school and colleges,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Construction of MID DAY Meal Shed in Govt Primary school Rauwala,2024-07-22,300000.0,2024-08-02
87,Normal/Others,WS/MP18152/2024-2025/133690-Construction of rooms and halls in school and colleges,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Construction of MID DAY Meal Shed in Govt Primary school Dal Singh Wala,2024-07-22,300000.0,2024-08-02
88,Normal/Others,WS/MP18152/2024-2025/133691-Construction of rooms and halls in school and colleges,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Construction of MID DAY Meal Shed in Govt Primary school Bajakhana (Bus adda),2024-07-22,300000.0,2024-08-02
89,Normal/Others,WS/MP18152/2024-2025/133692-Construction of rooms and halls in school and colleges,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Construction of MID DAY Meal Shed in Govt Primary school Okandwala,2024-07-22,299155.0,2024-09-02
90,Normal/Others,WS/MP18152/2024-2025/133693-Construction of rooms and halls in school and colleges,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Construction of MID DAY Meal Shed in Govt Primary school Gumti Khurd,2024-07-22,300000.0,2024-08-02
91,Normal/Others,WS/MP18152/2024-2025/133694-Construction of rooms and halls in school and colleges,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Construction of MID DAY Meal Shed in Govt Primary school Pakka No.4,2024-07-22,300000.0,2024-08-02
92,Normal/Others,WS/MP18152/2024-2025/133695-Construction of rooms and halls in school and colleges,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Construction of Cycle Shed in Govt Primary school Lambwali,2024-07-22,197304.0,2024-09-02
93,Normal/Others,WS/MP18152/2024-2025/133696-Installing community drinking water plants,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Installation of RO System and water cooler in Govt Primary school Pakka No.4,2024-07-22,84500.0,2024-08-02
94,Normal/Others,WS/MP18152/2024-2025/133697-Construction of rooms and halls in school and colleges,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Construction of Smart Classroom & Cycle Shed in Govt Primary school Machaki Mal Singh,2024-07-22,298940.0,2024-09-02
95,Normal/Others,WS/MP18152/2024-2025/133698-Construction of rooms and halls in school and colleges,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Installation of Two Interactive panel for Smart Class in Govt High school Dhimanwali,2024-07-22,250000.0,2024-09-02
96,Normal/Others,WS/MP18152/2024-2025/133699-Installing community drinking water plants,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Installation of RO System and water cooler in Govt Primary school Dhilwan kalan,2024-07-22,84500.0,2024-09-02
97,Normal/Others,WS/MP18152/2024-2025/133700-Installing community drinking water plants,Punjab,SRI MUKTSAR SAHIB(DEPUTY COMMISSIONER SRI MUKTSAR SAHIB_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Installation of RO System and water cooler in Govt Primary school Gurri Sangar,2024-07-22,100000.0,2025-01-01
98,Normal/Others,WS/MP18152/2024-2025/133701-Installing community drinking water plants,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Installation of RO System and water cooler in Govt Primary school Bajakhana Main,2024-07-22,84500.0,2024-08-02
99,Normal/Others,WS/MP18152/2024-2025/133702-Installing community drinking water plants,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Installation of RO System and water cooler in Govt Middle school Chahal,2024-07-22,84500.0,2024-09-02
100,Normal/Others,WS/MP18152/2024-2025/133703-Installing community drinking water plants,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Installation of RO System and water cooler in Govt Primary school Dhudi,2024-07-22,84500.0,2024-08-02
101,Normal/Others,WS/MP577/2024-2025/133772-Providing drains and gutters for public drainage,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),DUNGAR GAME KHAJURIYA FALIYA MA NAALA NU KAM,2024-07-20,225200.0,2025-01-08
102,Normal/Others,"WS/MP577/2024-2025/133773-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),DUNGAR GAME VALAY NADI PAR SANRAKSHAN DIVAL NU KAM,2024-07-20,328900.0,2025-01-08
103,Normal/Others,"WS/MP577/2024-2025/133774-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),DUNGAR GAME KADECHHA FALIYA MA MUKHY RASTA THI VINODBHAI VALABHAINA GHAR SUDHI R.C.C ROAD NU KAM,2024-07-20,288400.0,2025-01-08
104,Normal/Others,WS/MP577/2024-2025/133775-Construction of public irrigation facilities,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),DUNGAR GAME KUND FALIYA MA SAMUHIK KUVA NU KAM,2024-07-20,292600.0,2025-01-08
105,Normal/Others,WS/MP577/2024-2025/133776-Construction of public irrigation facilities,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),DUNGAR GAME NARANBHAI NA FALIYA MA SAMUHIK KUVA NU KAM,2024-07-20,289800.0,2025-01-08
106,Normal/Others,"WS/MP641/2024-2025/133904-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",Madhya Pradesh,Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA),Gajendra Singh Patel,KHARGONE(ST),Construction of flood control embankments in village Makadkheda (Narmada River),2024-07-22,1000000.0,2025-01-21
107,Normal/Others,WS/MP641/2024-2025/133905-Construction of common work sheds/ common covered sitting area,Madhya Pradesh,Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA),Gajendra Singh Patel,KHARGONE(ST),Construction of common work shed in village Bhopada at Salakhedi Road,2024-07-22,250000.0,2025-01-05
108,Normal/Others,WS/MP641/2024-2025/133906-Construction of community centers and community halls,Madhya Pradesh,Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA),Gajendra Singh Patel,KHARGONE(ST),Construction of community hall in village Oon Bujurga at behind Bholaram farm,2024-07-22,500000.0,2025-01-05
109,Normal/Others,WS/MP641/2024-2025/133909-Construction of common work sheds/ common covered sitting area,Madhya Pradesh,BARWANI(DISTRICT COLLECTOR BADWANI_IDA),Gajendra Singh Patel,KHARGONE(ST),Construction of common work shed in village Ranipura (Morani Panchayat) at near old Hanuman Mandir,2024-07-22,250000.0,2024-10-22
110,Normal/Others,WS/MP641/2024-2025/133910-Construction of common work sheds/ common covered sitting area,Madhya Pradesh,BARWANI(DISTRICT COLLECTOR BADWANI_IDA),Gajendra Singh Patel,KHARGONE(ST),Construction of common work shed in village Chervi at near samadhi of Toranmal incident,2024-07-22,200000.0,2024-10-25
111,Normal/Others,WS/MP641/2024-2025/133911-Construction of community centers and community halls,Madhya Pradesh,BARWANI(DISTRICT COLLECTOR BADWANI_IDA),Gajendra Singh Patel,KHARGONE(ST),Construction of community hall in village Rosar,2024-07-22,500000.0,2024-10-21
112,Normal/Others,WS/MP641/2024-2025/133912-Construction of community centers and community halls,Madhya Pradesh,BARWANI(DISTRICT COLLECTOR BADWANI_IDA),Gajendra Singh Patel,KHARGONE(ST),Construction of community hall in village Bakwadi at near Damodar sahu farm,2024-07-22,1000000.0,2024-10-22
113,Normal/Others,WS/MP641/2024-2025/133913-Construction of common work sheds/ common covered sitting area,Madhya Pradesh,BARWANI(DISTRICT COLLECTOR BADWANI_IDA),Gajendra Singh Patel,KHARGONE(ST),Construction of common work shed in village Barda at near ShriRam Mandir,2024-07-22,500000.0,2025-03-27
114,Normal/Others,WS/MP641/2024-2025/133919-Construction of common work sheds/ common covered sitting area,Madhya Pradesh,BARWANI(DISTRICT COLLECTOR BADWANI_IDA),Gajendra Singh Patel,KHARGONE(ST),Construction of common work shed in Anjad at ward no 04 at near Khatu Shyam Mandir,2024-07-22,200000.0,2024-12-18
115,Normal/Others,WS/MP641/2025-2026/133920-Construction of community centers and community halls,Madhya Pradesh,BARWANI(DISTRICT COLLECTOR BADWANI_IDA),Gajendra Singh Patel,KHARGONE(ST),Construction of community hall in Anjad at ward no 01 Dashahara Maidan Kshtriya Rathod Dharmshala,2024-07-22,500000.0,2025-05-12
116,Normal/Others,WS/MP641/2025-2026/133921-Construction of community centers and community halls,Madhya Pradesh,BARWANI(DISTRICT COLLECTOR BADWANI_IDA),Gajendra Singh Patel,KHARGONE(ST),Construction of community hall in Palsud at ward no 04 Sai Mandir Road behind Rameshwar gole house,2024-07-22,500000.0,2025-05-05
117,Normal/Others,WS/MP641/2024-2025/133929-Construction of additional rooms and halls in the existing public and community building,Madhya Pradesh,BARWANI(DISTRICT COLLECTOR BADWANI_IDA),Gajendra Singh Patel,KHARGONE(ST),Construction of additional room in the existing public building in village Barda at Koli Mohalla,2024-07-22,200000.0,2025-03-27
118,Normal/Others,WS/MP423/2024-2025/133940-Construction of bus-sheds or bus-stops,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,khajauli hospital chowk ke pass Pre Fabricated bus sheds ka kray and instolation work.,2024-07-23,1451000.0,2025-02-21
119,Normal/Others,WS/MP423/2024-2025/133941-Construction of bus-sheds or bus-stops,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,Basopatti babhan dey chowk ke pass Pre Fabricated bus sheds ka kray and instolation work.,2024-07-23,1451000.0,2025-02-21
120,Normal/Others,WS/MP423/2024-2025/133944-Construction of bus-sheds or bus-stops,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,paduma chowk ke pass Pre Fabricated bus sheds ka kray and instolation work.,2024-07-23,1451000.0,2025-02-21
121,Normal/Others,WS/MP423/2024-2025/133945-Construction of bus-sheds or bus-stops,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,ranti chowk ke pass Pre Fabricated bus sheds ka kray and instolation work.,2024-07-23,1451000.0,2025-02-21
122,Normal/Others,WS/MP423/2024-2025/133946-Construction of bus-sheds or bus-stops,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,andhra bazar chowk ke pass Pre Fabricated bus sheds ka kray and instolation work.,2024-07-23,1451000.0,2025-02-21
123,Normal/Others,WS/MP423/2024-2025/133947-Street lights,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,Babunarhi prakhand ke antargat bhatchoura gram sthith sarvjanik mandir ke najdik high mask light ka adhisthapan karya,2024-07-23,994000.0,2025-03-12
124,Normal/Others,WS/MP423/2024-2025/133949-Construction of bus-sheds or bus-stops,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,madhepur thana chowk ke pass Pre Fabricated bus sheds ka kray and instolation work.,2024-07-23,1451000.0,2025-02-21
125,Normal/Others,WS/MP423/2024-2025/133955-Construction of bus-sheds or bus-stops,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,bhupatti ges goudam chowk ke pass bus Pre Fabricated bus sheds ka kray and instolation work.,2024-07-23,1451000.0,2025-02-21
126,Normal/Others,WS/MP423/2024-2025/133959-Construction of bus-sheds or bus-stops,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,paitghat chowk mandir ke pass NH ke bagal men Pre Fabricated bus sheds ka kray and instolation work.,2024-07-23,1451000.0,2025-02-21
127,Normal/Others,WS/MP423/2024-2025/133960-Construction of bus-sheds or bus-stops,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,arariya sangram mithila hat najdik NH ke bagal me Pre Fabricated bus sheds ka kray and instolation work.,2024-07-23,1451000.0,2025-02-21
128,Normal/Others,WS/MP423/2024-2025/133961-Construction of rainwater harvesting structures,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,Utkarmit Uchhy VidyalayChandan Kasera block basopatti men 2 set lab upkaran ka kray evam adhisthapan karya,2024-07-23,1096000.0,2024-08-20
129,Normal/Others,WS/MP423/2024-2025/133962-Construction of rainwater harvesting structures,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,Uchh Madhymik vidyalay Narkatiya block Bassopatti men 2 set lab upkaran ka kray evam adhisthapan karya,2024-07-23,1096000.0,2024-08-20
130,Normal/Others,WS/MP423/2024-2025/133963-Construction of rainwater harvesting structures,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,utkarmit uchya madhyamik vidyalay Durgipatti block KHutauna men 2 set lab upkaran ka kray evam adhisthapan karya,2024-07-23,1096000.0,2024-08-20
131,Normal/Others,WS/MP423/2024-2025/133964-Construction of bus-sheds or bus-stops,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,chharapatti nahar chowk ke pass Pre Fabricated bus sheds ka kray and instolation work.,2024-07-23,1451000.0,2025-02-21
132,Normal/Others,WS/MP423/2024-2025/133965-Construction of rainwater harvesting structures,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,U.U.M. School Chhatauni block basopatti men 2 set lab upkaran ka kray evam adhisthapan karya,2024-07-23,1096000.0,2024-08-20
133,Normal/Others,WS/MP423/2024-2025/133966-Construction of rainwater harvesting structures,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,Rajkitkrit +2 Uchh vidyalay Lauthwa block basopatti men 2 set lab upkaran ka kray evam adhisthapan karya,2024-07-23,1096000.0,2024-08-20
134,Normal/Others,WS/MP423/2024-2025/133967-Construction of rainwater harvesting structures,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,utkarmit madhyamik uchh vidyalay Kauyaha block Bassopatti men 2 set lab upkaran kakray evam adhisthapan karya,2024-07-23,1096000.0,2024-08-20
135,Normal/Others,WS/MP423/2024-2025/133968-Construction of rainwater harvesting structures,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,utkarmit uchya vidyalay Dhamiyanpatti blockJaynagar men 2 set lab upkaran ka kray evam adhisthapan karya,2024-07-23,1096000.0,2024-08-20
136,Normal/Others,WS/MP423/2024-2025/133969-Construction of rainwater harvesting structures,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,Utkarmit uchhy Madhyamik Vidyalay fentPatauna block basopatti men 2 set lab upkaran ka kray evam adhisthapan karya,2024-07-23,1096000.0,2024-08-20
137,Normal/Others,WS/MP423/2024-2025/133970-Construction of rainwater harvesting structures,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,Kabir uchya madhyamik (+2) vidyalay selra block Jaynagar men 2 set lab upkaran ka kray evam adhisthapan karya,2024-07-23,1096000.0,2024-08-20
138,Normal/Others,WS/MP423/2024-2025/133971-Installing community drinking water plants,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,khutona samudayik sawasthya kendra men Samarsebal pump ka nirman karya,2024-07-23,239686.0,2024-10-30
139,Normal/Others,WS/MP423/2024-2025/133973-Street lights,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,Ladaniya block ke antargat gajhara gram sthith durga mata mandir bhraman tol ke najdik high mask electric light ka kray evam adhisthapan karya. (Attached Takniki Vishistiyan ke Anurup),2024-07-23,994000.0,2025-03-12
140,Normal/Others,WS/MP423/2024-2025/133975-Street lights,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,khajouli block ke antargat sukki pul ke najdik high mask electric light ka kray evam adhisthapan karya. (Attached Takniki Vishistiyan ke Anurup),2024-07-23,994000.0,2025-03-12
141,Normal/Others,WS/MP423/2024-2025/133976-Street lights,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,Rajnagar block ke antargat pilakhwar gram sthith durga mandir evm sarkari school ke najdik high mask electric light ka kray evam adhisthapan karya. (Attached Takniki Vishistiyan ke Anurup),2024-07-23,994000.0,2025-03-12
142,Normal/Others,"WS/MP18032/2024-2025/134022-Construction of roads, link roads, pathways or any other road with or without drainage system",Bihar,BUXAR(DISTRICT PLANNING OFFICER BUXAR_IDA),SUDHAKAR SINGH,BUXAR,Construction of road from Sowan Kali Mandir (Chota pul) to Baburajmohan Singh House door,2024-07-23,1496846.0,2024-09-23
143,Normal/Others,"WS/MP18032/2024-2025/134023-Construction of roads, link roads, pathways or any other road with or without drainage system",Bihar,BUXAR(DISTRICT PLANNING OFFICER BUXAR_IDA),SUDHAKAR SINGH,BUXAR,Construction of road from Rajan Singh's agricultural plot to Late Pradyuman Singh's Agricultural Plot at Sowan.,2024-07-23,1496484.0,2024-09-23
144,Normal/Others,"WS/MP18032/2024-2025/134024-Construction of roads, link roads, pathways or any other road with or without drainage system",Bihar,BUXAR(DISTRICT PLANNING OFFICER BUXAR_IDA),SUDHAKAR SINGH,BUXAR,Construction of road from Raju Singh's Agricultural Plot to Nara (Barsadi Nadi).,2024-07-23,1497484.0,2024-09-23
145,Normal/Others,WS/MP18032/2024-2025/134025-Purchase of furniture and fixtures for educational purposes,Bihar,KAIMUR (BHABUA)(DISTRICT PLANNING OFFICER KAIMUR BHABUA_IDA),SUDHAKAR SINGH,BUXAR,"Purchase of new Bench, Desks nos. - 200 at Jagdev Lohia Inter college.",2024-07-23,899640.0,2025-03-18
146,Normal/Others,"WS/MP18032/2024-2025/134026-Construction of roads, link roads, pathways or any other road with or without drainage system",Bihar,KAIMUR (BHABUA)(DISTRICT PLANNING OFFICER KAIMUR BHABUA_IDA),SUDHAKAR SINGH,BUXAR,Construction of new road from house of Atal Bind to Chandan Bind's house,2024-07-23,495133.0,2024-11-29
147,Repair and Renovation,WS/MP18032/2025-2026/134031-Construction of buildings for crèches and anganwadies,Bihar,BUXAR(DISTRICT PLANNING OFFICER BUXAR_IDA),SUDHAKAR SINGH,BUXAR,Repair of Anganwadi centre at Bhar Chakia.,2024-07-23,487094.0,2025-11-22
148,Normal/Others,WS/MP18032/2024-2025/134034-Development of public parks,Bihar,KAIMUR (BHABUA)(DISTRICT PLANNING OFFICER KAIMUR BHABUA_IDA),SUDHAKAR SINGH,BUXAR,Development of Mahuar Stadium by adding soil and drainage system for Park.,2024-07-23,1491632.0,2024-11-29
149,Normal/Others,WS/MP18032/2024-2025/134035-Development of public parks,Bihar,KAIMUR (BHABUA)(DISTRICT PLANNING OFFICER KAIMUR BHABUA_IDA),SUDHAKAR SINGH,BUXAR,Construction of Entry and Exit gates at Mahuwar stadium park,2024-07-23,966987.0,2025-01-17
150,Normal/Others,WS/MP18032/2024-2025/134037-Development of public parks,Bihar,KAIMUR (BHABUA)(DISTRICT PLANNING OFFICER KAIMUR BHABUA_IDA),SUDHAKAR SINGH,BUXAR,Development of Public Park by adding soil at Bhargawan stadium,2024-07-23,987671.0,2024-10-17
